depth_m	age_gas_calBP	age_gas_calBP	co2_ppm	co2_1s_ppm	notes
3046.42	643204.00	642851.44	190.40	1.10	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3047.12	644662.00	644311.25	194.10	1.30	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3047.52	645470.00	645145.44	194.60	0.90	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3048.16	646723.00	646372.18	188.60	2.00	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3048.62	647588.00	647250.08	190.50	1.00	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3049.36	648946.00	648612.42	192.10	0.70	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3049.72	649598.00	649187.11	194.80	0.40	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3050.45	650891.00	650352.45	187.80	1.20	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3050.82	651556.00	650943.11	192.00	0.70	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3051.55	652802.00	652112.27	185.80	0.50	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3051.92	653448.00	652704.95	185.30	1.00	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3052.56	654473.00	653726.40	191.30	1.80	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3053.02	655202.00	654434.80	193.20	1.00	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3053.73	656286.00	655528.20	198.40	0.50	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3054.12	656882.00	656128.80	198.70	0.70	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3054.85	657923.00	657184.70	191.30	0.60	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3055.22	658474.00	657718.39	189.20	0.90	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3055.93	659524.00	658768.20	182.40	0.30	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3056.32	660084.00	659407.80	183.90	0.40	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3056.96	660981.00	660457.40	186.60	1.00	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3057.42	661650.00	661211.80	189.80	0.80	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3058.13	662669.00	662285.95	187.80	1.50	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3058.52	663206.00	662873.78	189.00	1.00	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3059.25	664192.00	663940.73	189.10	1.20	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
3059.61	664690.00	664403.27	185.80	0.80	Dome C (393-664 kyr BP) Siegenthaler et al. (2005) University of Bern
					
2700.77	392544.00	392977.15	259.50		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2702.97	393579.00	394003.69	273.60		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2705.17	394560.00	394906.10	260.70		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2713.97	398086.00	398275.13	276.30		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2718.37	399722.00	399926.16	277.10		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2720.57	400504.00	400710.08	283.20		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2724.97	402000.00	402140.92	283.10		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2727.17	402731.00	402859.84	275.70		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2731.57	404181.00	404313.30	276.50		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2733.77	404927.00	405062.63	280.50		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2738.17	406368.00	406542.80	279.60		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2740.37	407093.00	407282.50	285.60		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2744.77	408600.00	408818.72	284.50		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2746.97	409383.00	409598.24	275.20		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2746.97	409383.00	409598.24	274.20		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2749.17	410206.00	410453.80	282.60		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2751.37	411071.00	411347.97	283.50		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2755.77	412962.00	413258.65	274.90		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2757.97	413948.00	414210.86	264.90		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2760.17	414963.00	415179.59	271.60		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2762.37	415955.00	416184.85	276.20		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2764.57	416965.00	417203.68	268.50		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2766.77	417979.00	418234.98	277.70		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2768.97	419013.00	419318.31	273.30		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2771.17	420107.00	420438.42	268.90		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2775.57	422374.00	422889.84	276.60		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2775.57	422374.00	422889.84	274.30		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2777.77	423491.00	424204.53	270.90		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2779.97	424604.00	425451.08	273.70		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2782.17	425678.00	426767.04	257.70		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
2784.37	426953.00	428411.80	254.10		Dome C (393-664 kyr BP) Siegenthaler et al. (2005) LGGE Grenoble
					
3026.58	611269.00	611555.76	257.80	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3030.97	616164.00	616298.56	252.60	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3036.44	623109.00	622946.80	243.30	2.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3040.87	630183.00	629768.93	204.40	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3043.07	635364.00	634879.92	195.00	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3055.18	658404.00	657660.70	187.50	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3056.25	659983.00	659293.00	185.60	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3057.36	661563.00	661113.40	192.10	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3058.47	663133.00	662798.42	192.00	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3059.55	664597.00	664326.18	190.60	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3060.33	665645.00	665328.36	178.20	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3060.73	666174.00	665842.30	178.50	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3061.36	666995.00	666750.47	172.70	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3061.82	667569.00	667415.93	171.60	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3062.53	668447.00	668418.41	175.60	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3062.93	668934.00	668921.19	178.50	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3063.64	669751.00	669813.64	185.50	0.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3064.02	670176.00	670291.29	189.30	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3064.76	670916.00	671076.01	192.60	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3065.12	671286.00	671454.77	194.60	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3065.76	671926.00	672144.89	192.50	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3066.22	672386.00	672757.39	194.80	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3066.93	673095.00	673702.76	198.70	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3067.33	673475.00	674235.37	202.30	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3068.07	674173.00	675030.00	209.20	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3068.42	674521.00	675403.33	213.70	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3069.52	675589.00	676527.82	220.00	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3070.16	676170.00	677150.36	217.40	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3070.62	676524.00	677597.82	214.00	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3071.33	677068.00	678333.38	215.60	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3071.72	677380.00	678738.50	217.40	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3072.44	677984.00	679451.81	226.50	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3072.80	678291.00	679736.76	230.00	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3073.53	678914.00	680314.56	230.80	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3073.93	679252.00	680631.17	230.30	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3074.56	679732.00	681228.53	223.00	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3075.02	680081.00	681667.07	225.00	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3075.73	680608.00	682348.66	218.40	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3076.13	680920.00	682744.54	216.20	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3076.85	681531.00	683457.12	217.30	1.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3077.23	681849.00	683833.21	219.70	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3077.93	682446.00	684427.91	222.60	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3078.32	682762.00	684757.64	221.30	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3078.96	683262.00	685297.31	218.70	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3079.43	683612.00	685683.56	217.50	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3080.14	684142.00	686267.05	217.50	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3080.52	684419.00	686579.35	219.40	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3081.25	684949.00	687151.70	219.50	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3081.63	685217.00	687449.02	219.70	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3082.34	685716.00	688004.28	223.50	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3082.72	685980.00	688300.92	224.40	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3083.37	686425.00	688808.31	224.30	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3083.82	686726.00	689159.58	227.30	1.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3084.56	687227.00	689695.06	228.70	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3084.92	687470.00	689954.70	228.80	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3085.65	687949.00	690476.73	232.30	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3086.03	688195.00	690739.50	233.00	0.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3086.73	688652.00	691223.56	235.80	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3087.08	688881.00	691465.59	234.90	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3087.76	689304.00	691970.21	235.80	2.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3088.23	689603.00	692321.71	239.90	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3088.93	690057.00	692834.12	235.60	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3089.30	690294.00	693079.21	234.80	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3090.05	690771.00	693576.03	240.00	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3090.42	690999.00	693821.13	234.00	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3091.13	691432.00	694281.97	235.60	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3091.52	691672.00	694534.88	236.60	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3092.16	692057.00	694951.15	235.50	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3092.62	692338.00	695258.93	235.90	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3093.33	692765.00	695733.98	232.90	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3093.70	692990.00	695981.55	234.80	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3094.45	693433.00	696436.70	234.10	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3094.80	693639.00	696647.55	234.10	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3095.53	694068.00	697091.88	235.40	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3095.92	694300.00	697340.54	234.40	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3096.56	694672.00	697748.59	235.80	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3097.02	694941.00	698041.87	236.90	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3097.74	695383.00	698505.11	236.70	1.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3098.13	695618.00	698756.13	237.60	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3098.85	696062.00	699213.64	234.60	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3099.22	696287.00	699437.21	234.80	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3099.93	696717.00	699866.22	235.40	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3100.32	696963.00	700101.87	232.90	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3100.92	697331.00	700488.25	232.40	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3101.43	697660.00	700817.75	232.20	0.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3102.13	698120.00	701270.15	231.00	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3102.52	698386.00	701522.58	228.00	0.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3103.25	698880.00	701995.09	226.40	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3103.57	699102.00	702202.22	227.70	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3104.33	699633.00	702737.83	227.60	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3104.71	699909.00	703008.21	226.00	0.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3105.36	700389.00	703470.65	228.70	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3105.82	700744.00	703797.67	227.60	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3106.46	701242.00	704252.65	228.20	0.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3106.92	701606.00	704579.67	228.80	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3107.64	702158.00	705055.98	229.30	0.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3107.93	702381.00	705247.21	230.30	1.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3108.65	702988.00	705723.82	232.40	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3109.12	703384.00	706051.11	232.80	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3109.75	703934.00	706489.82	231.20	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3110.07	704211.00	706712.65	231.20	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3110.88	704973.00	707311.07	233.90	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3111.32	705410.00	707641.47	228.50	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3112.05	706141.00	708200.09	228.60	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3112.31	706409.00	708413.45	228.10	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3112.98	707094.92	708959.15	229.80	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3113.58	707762.40	709453.79	226.30	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3114.08	708322.20	709909.55	225.40	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3114.68	709006.20	710456.45	221.90	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3115.25	709680.00	710979.36	219.70	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3115.72	710237.00	711396.38	220.20	0.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3116.42	711104.00	712017.47	218.90	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3116.68	711421.00	712248.16	218.70	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3117.81	712833.00	713310.13	218.50	0.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3118.60	713843.00	714063.61	222.30	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3118.95	714288.00	714408.73	221.70	2.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3119.67	715180.00	715118.69	217.70	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3120.12	715750.00	715562.42	222.10	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3120.85	716704.00	716305.58	208.10	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3121.13	717065.00	716591.01	205.00	1.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3121.86	718064.00	717352.18	192.90	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
